Cod Material;Tombamento;SiglaLotacao;Lotação;Sigla de usuário com carga pessoal;Nome de usuário com carga pessoal;Descrição;Núm. série;Marca;Modelo;Autor;Editora;Edicao;Forn Razao Social;Forn Nome Fantasia;Orgao Ext. Entrada;Cód. estrutural;Tipo Entrada;NumDocumento;Valor de aquisição;Valor de reavaliação;Valor Atualizado;Classificação SIAFI;Descr Siafi;Situação;Observação;Data de aquisição;Data de reavaliação;Data de atualização;Dt Term Garantia;Dta Ult. Movimentacao;Dta Baixa;Tipo Termo;Num.Termo;Órgão Externo;Processo Adm.;Estado Conservação;Ano/mês da última atualização;Data estimada do término da licença
"40119";"1290002736";"ALMOX2-SP";"Almoxarifado de Material Permanente - 2ª CJM - São Paulo";"";"";"CÓDIGO PENAL MILITAR - PROCESSO PENAL MILITAR, RICARDO VERGUEIRO FIGUEIREDO, COLECAO COMPACTA, 8ª EDICAO, ANO 2010, EDITORA RIDEEL";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52758";"26,00";"";"0,00";"12311.04.02";"COLECOES E MATERIAIS BIBLIOGRAFICOS";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"23/11/2023 17:10:27";"";"";"";"";"";"";"202008";"N/A"
"40119";"1290002737";"ALMOX2-SP";"Almoxarifado de Material Permanente - 2ª CJM - São Paulo";"";"";"CÓDIGO PENAL MILITAR - PROCESSO PENAL MILITAR, RICARDO VERGUEIRO FIGUEIREDO, COLECAO COMPACTA, 8ª EDICAO, ANO 2010, EDITORA RIDEEL";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52759";"26,00";"";"0,00";"12311.04.02";"COLECOES E MATERIAIS BIBLIOGRAFICOS";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"23/11/2023 17:10:27";"";"";"";"";"";"";"202008";"N/A"
"40119";"1290002738";"ALMOX2-SP";"Almoxarifado de Material Permanente - 2ª CJM - São Paulo";"";"";"CÓDIGO PENAL MILITAR - PROCESSO PENAL MILITAR, RICARDO VERGUEIRO FIGUEIREDO, COLECAO COMPACTA, 8ª EDICAO, ANO 2010, EDITORA RIDEEL";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52760";"26,00";"";"0,00";"12311.04.02";"COLECOES E MATERIAIS BIBLIOGRAFICOS";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"23/11/2023 17:10:27";"";"";"";"";"";"";"202008";"N/A"
"40119";"1290002739";"ALMOX2-SP";"Almoxarifado de Material Permanente - 2ª CJM - São Paulo";"";"";"CÓDIGO PENAL MILITAR - PROCESSO PENAL MILITAR, RICARDO VERGUEIRO FIGUEIREDO, COLECAO COMPACTA, 8ª EDICAO, ANO 2010, EDITORA RIDEEL";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52761";"26,00";"";"0,00";"12311.04.02";"COLECOES E MATERIAIS BIBLIOGRAFICOS";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"23/11/2023 17:10:27";"";"";"";"";"";"";"202008";"N/A"
"40119";"1290002740";"ALMOX2-SP";"Almoxarifado de Material Permanente - 2ª CJM - São Paulo";"";"";"CÓDIGO PENAL MILITAR - PROCESSO PENAL MILITAR, RICARDO VERGUEIRO FIGUEIREDO, COLECAO COMPACTA, 8ª EDICAO, ANO 2010, EDITORA RIDEEL";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52762";"26,00";"";"0,00";"12311.04.02";"COLECOES E MATERIAIS BIBLIOGRAFICOS";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"23/11/2023 17:10:27";"";"";"";"";"";"";"202008";"N/A"
"40120";"1290002752";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"VADE MECUM SARAIVA, 2019, 28ª EDIÇÃO, EDITORA SARAIVA";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52764";"79,00";"";"0,00";"12311.04.02";"COLECOES E MATERIAIS BIBLIOGRAFICOS";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52948";"1290002766";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"ESTANTE DE ACO, 06 PRATELEIRAS, CHAPA 26, COLUNA CHAPA 20, COR CINZA, MEDINDO: 1,98 X 92,50 X 0,42";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52777";"172,00";"";"17,20";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"29680";"1290002826";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"APARELHO TELEFONICO, SEM FIO, IDENTIFICADOR DE CHAMADA, DISPLAY GRANDE E ILUMINADO, VIVA VOZ, SINAL DE ALERTA, MODELO: OKX-TG6411, MARCA: PANASONIC";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52784";"210,00";"";"42,00";"12311.01.02";"APARELHOS E EQUIPAMENTOS DE COMUNICACAO";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"29680";"1290002827";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"APARELHO TELEFONICO, SEM FIO, IDENTIFICADOR DE CHAMADA, DISPLAY GRANDE E ILUMINADO, VIVA VOZ, SINAL DE ALERTA, MODELO: OKX-TG6411, MARCA: PANASONIC";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52785";"210,00";"";"42,00";"12311.01.02";"APARELHOS E EQUIPAMENTOS DE COMUNICACAO";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52951";"1290002907";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52865";"722,89";"";"72,29";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52951";"1290002908";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52866";"722,89";"";"72,29";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52951";"1290002909";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52867";"722,89";"";"72,29";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52951";"1290002910";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52868";"722,89";"";"72,29";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52951";"1290002911";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52869";"722,89";"";"72,29";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52951";"1290002912";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52870";"722,89";"";"72,29";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52951";"1290002913";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52871";"722,89";"";"72,29";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52951";"1290002914";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52872";"722,89";"";"72,29";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52951";"1290002915";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52873";"722,89";"";"72,29";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52951";"1290002916";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52874";"722,89";"";"72,29";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52951";"1290002917";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52875";"722,89";"";"72,29";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52951";"1290002918";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52876";"722,89";"";"72,29";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52951";"1290002919";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52877";"722,89";"";"72,29";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52951";"1290002920";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52878";"722,89";"";"72,29";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52949";"1290002921";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO, REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 1 PE PARA MONTAGEM DO LADO DIREITO DA FILEIRA, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, EM TUBO DE ACO, BASE PREPARADA PRA SER FIXADA NO PISO, PANEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO, ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52879";"722,90";"";"72,29";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52950";"1290002922";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO, REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 2 PES PARA MONTAGEM DO LADO ESQUERDO DA FILEIRA, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO, COM ACABAMENTO EM MELAMINA ALTA PRESSAO, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52880";"741,30";"";"74,13";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52950";"1290002923";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO, REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 2 PES PARA MONTAGEM DO LADO ESQUERDO DA FILEIRA, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO, COM ACABAMENTO EM MELAMINA ALTA PRESSAO, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52881";"741,30";"";"74,13";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52950";"1290002924";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO, REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 2 PES PARA MONTAGEM DO LADO ESQUERDO DA FILEIRA, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO, COM ACABAMENTO EM MELAMINA ALTA PRESSAO, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52882";"741,30";"";"74,13";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52950";"1290002925";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO, REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 2 PES PARA MONTAGEM DO LADO ESQUERDO DA FILEIRA, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO, COM ACABAMENTO EM MELAMINA ALTA PRESSAO, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52883";"741,30";"";"74,13";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"52950";"1290002926";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"POLTRONA FIXA, ENCOSTO MEDIO E ASSENTO, REBATIVEIS, REVESTIDA EM VINIL PRETO, ACOMPANHA 2 PES PARA MONTAGEM DO LADO ESQUERDO DA FILEIRA, ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO, TUBO DE ACO, COM BASE PREPARADA PARA SER FIXADA NO PISO, PAINEIS REVESTIDOS EM VINIL, PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO, COM ACABAMENTO EM MELAMINA ALTA PRESSAO, MARCA: GIROFLEX";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"52884";"741,42";"";"74,15";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"30/08/2010";"";"02/02/2026";"";"30/08/2010 00:00:00";"";"";"";"";"";"";"202008";"N/A"
